微博id,微博正文,发布时间,点赞数,转发数,评论数
NoBklgasC,iPhone15系列优限脏脏壳明天中午12点上线一体感更强了，手感更好了，做工依旧出色，肤感独一档。耐脏一些的选透黑，好看但是不耐脏的选磨砂白  [组图共6张] 原图 ,2023-10-19 19:10,21,1,10
NoB6c0EwM,脏一下，也挺好  [组图共2张] 原图 ,2023-10-19 18:35,16,0,15
NoB3dyXQe,FindX6Pro大漠银月渐隐晶透  [组图共2张] 原图 ,2023-10-19 18:28,10,0,9
NoAtfcHbC,我主力机还是iPhone14ProMax就是发不起心思去把数据导到iPhone15ProMax上，新款倒成了备用机  [组图共2张] 原图 ,2023-10-19 16:59,20,0,18
NoArs7wSj,脏脏壳升级了，也优限了。图一右上是常规的脏脏壳，左边是优限脏脏壳，变化有两点：1，镜头黑色圈圈没了，变成了一体色。2，背板跟边框是平顺过渡了，常规的边框高出于背板。  [组图共3张] 原图 ,2023-10-19 16:55,16,0,14
NoAmLihKf,我叛变了，从坚定的白色党换成了原色刚给iPhone15ProMax贴了个3D AR膜，搭配神器和刮卡，贴起来很简单呀就是不能按照以往熟悉的方式去贴，要看下我们视频教程，搭配刮卡，还是很好贴的。因为15Pro屏幕边缘有弧度，我们这种超大覆盖还要不遮挡显示还要保证没有白边，所以用的胶排气不顺...全文 [组图共2张] 原图 ,2023-10-19 16:43,19,1,14
NoA8jj1T1,昨天入的iPhone15ProMax上下缝隙能插纸，左右两侧倒是接得很顺摸起来不刮手  [组图共3张] 原图 ,2023-10-19 16:08,81,0,42
NoyQkAs9B,#mate60pro# 脏脏黑&脏脏白  [组图共4张] 原图 ,2023-10-19 12:51,20,2,21
NoyB6o4B8,这颜值和手感，是真不戳  [组图共3张] 原图 ,2023-10-19 12:13,15,0,12
NoystdLf4,一加Ace2Pro的TPU瓦楞磁吸上了。整体简约优雅，拥有好手感的同时兼具保护性。内置强力真磁，磁吸配件随心搭配  [组图共8张] 原图 ,2023-10-19 11:52,29,0,24
NotT96RN5,iPhone15Pro钛原色驾驭壳子的能力不错，黑色白色搭配商务都挺好看  [组图共4张] 原图 ,2023-10-19 00:14,52,3,19
NotRCoq6W,Mate60Pro现在还需要加价么祝大家早点买到  原图 ,2023-10-19 00:10,55,2,44
Nos4zdjT9,小米和徕卡合作以来，几代产品影像方面的表现已经给用户留下了很深的印象了，这次小米14系列将搭载徕卡Summilux镜头，镜头硬件能力上来了，看来这次影像表现也值得期待。如果小米14系列能延续上代出众的手感，再加上新系统加持，以及影像实力上的提升，那无疑又是一个爆款产品  原图 ,2023-10-18 19:37,55,0,23
NorJo5AQE,脏是脏了点，做工、细节还是很到位的用料也相当扎实，厚实防摔 老爆科技的微博视频  ,2023-10-18 18:44,14,0,12
NorxchOpe,#mate60pro##华为mate60# 石头灰，还是很耐看的  [组图共3张] 原图 ,2023-10-18 18:14,16,0,8
NoqXx3sJz,随手拍几张iPhone15ProMax原色  [组图共5张] 原图 ,2023-10-18 16:47,39,1,35
NoqVTDLls,好好看 老爆科技的微博视频  ,2023-10-18 16:43,25,2,15
NoqSQhvNV,开箱一台iPhone15ProMax原色，这台边框与背板接的顺一些，摸起来刮手感比较轻微目测摄像头也没有进灰尘  原图 ,2023-10-18 16:35,29,1,23
NoqR89ls1,在逛街，发现iPhone15ProMax原色有现货，果断下手  [组图共2张] 原图 ,2023-10-18 16:31,53,0,45
NoqLPgl5b,#mate60pro# 0.9mm厚度 纯平无凸起的磁吸壳，手感和体验有那么一点不一样  [组图共3张] 原图 ,2023-10-18 16:18,14,1,12
NoqqCCDsX,万千喜爱的优限壳现已推出脏脏款  [组图共2张] 原图 ,2023-10-18 15:25,16,0,17
Noqp5di4a,分享图片  原图 ,2023-10-18 15:22,9,1,7
NoqoSdbMz,iPhone15ProMax超薄渐隐薄至0.6mm，轻至7.6g，这裸机手感，相当nice  [组图共4张] 原图 ,2023-10-18 15:21,31,1,42
NopGBnzYC,华为Mate60Pro这一个月热度一直处于上升的  [组图共2张] 原图 ,2023-10-18 13:32,30,0,29
NopCRBYRX,好Q萌  [组图共3张] 原图 ,2023-10-18 13:23,12,0,16
Nopq512uM,这是？  原图 ,2023-10-18 12:51,47,1,31
NopfJF13R,感受到了大家对FindX6Pro渐隐晶透到喜爱之情谢谢🙏  [组图共4张] 原图 ,2023-10-18 12:26,24,0,14
NopcKvkmT,最近有点脏，上完华为Mate60Pro的脏脏壳，过两天就轮到iPhone15系列了  [组图共4张] 原图 ,2023-10-18 12:19,13,1,12
Noj1ubVtp,优限脏脏壳，背板跟边框是平顺过渡的哈，握起来舒服些，20号上  [组图共4张] 原图 ,2023-10-17 20:34,25,0,37
NoiW55AqP,iPhone15系列真的卖的不如iPhone14系列么？这么多负面热搜看来没白上  原图 ,2023-10-17 20:21,55,0,58
Noi4Cj1of,#mate60pro# 脏脏壳还能发货，快来快来  [组图共2张] 原图 ,2023-10-17 18:09,12,0,13
Noi0moj3R,优限脏脏壳，这就很nice了  原图 ,2023-10-17 17:59,12,0,12
NohJig3qj,啥情况，今天上的Mate60Pro脏脏壳选磁吸的多过非磁吸  [组图共2张] 原图 ,2023-10-17 17:17,17,2,19
Noh1Duc6S,今日新品，Mate60Pro/Pro+脏脏壳 老爆科技的微博视频  ,2023-10-17 15:29,24,4,27
NogONbu7l,又被夸了iPhone系列优限防摔壳，一如既往地靠谱  [组图共3张] 原图 ,2023-10-17 14:58,15,0,12
NogFhl4Bw,谁能拒绝，大漠渐隐晶透这bulingbuling的感觉  [组图共3张] 原图 ,2023-10-17 14:34,15,1,15
Nogx066ui,iPhone15系列的脏脏壳也快上架了优限脏脏壳，更一体，手感更好。大家看摄像头那个黑圈圈没了，取而代之的是一体磨砂白，很酷  [组图共4张] 原图 ,2023-10-17 14:14,7,0,15
NoguHpVav,好看  原图 ,2023-10-17 14:08,20,0,16
NogsB7l6r,上了，Mate60Pro/Pro+脏脏壳  [组图共4张] 原图 ,2023-10-17 14:03,17,1,11
Nogl74gaZ,小塔的侧面颜值好高，现在这个车离完美就只差个座椅了，年底据说给我们老韭菜免费换  原图 ,2023-10-17 13:44,14,0,3
Noghgqou0,优雅  [组图共4张] 原图 ,2023-10-17 13:35,31,0,22
NogdHh1JB,这是歼几？  原图 ,2023-10-17 13:26,18,0,20
NofXoqubD,#mate60pro# 脏脏防摔壳，彩色的脏点设计毫无章法可言，主打一个无序的“脏” 老爆科技的微博视频  ,2023-10-17 12:46,15,1,11
NofN2i4fU,去看海龟咯  原图 ,2023-10-17 12:20,11,1,4
NobJglCIv,晚安，明天安排它  原图 ,2023-10-17 02:00,29,2,8
NoaWME72o,iPhone15ProMax的屏幕看着是真的极度舒服，这种舒服感Mate60Pro那个等边四曲面也曾给过我  [组图共2张] 原图 ,2023-10-17 00:01,114,3,67
NoaCz7hYV,这个紫色的Mate60Pro也很好看有男生在用这个颜色么  [组图共4张] 原图 ,2023-10-16 23:11,14,1,8
NoamPdgUG,明天，明天，上Mate60Pro脏脏壳，磁吸和非磁吸的都有  [组图共4张] 原图 ,2023-10-16 22:32,28,1,21
NoaaZaWEf,Mate60Pro的壳子好多呀我看了下，脏脏壳明天就可以上了，还是下午三点  [组图共5张] 原图 ,2023-10-16 22:03,16,2,22
No9m79meA,一款摸了就会被种草的壳子  原图 ,2023-10-16 19:58,15,0,15
No8PS6UZ4,正面全包住，包住，包住，不漏边框不知道有人跟我一样比较在意这个么  [组图共2张] 原图 ,2023-10-16 18:38,46,0,41
No8KmbCiM,我决定了，以后不开心就开车来这里住一晚 老爆科技的微博视频  ,2023-10-16 18:25,40,7,17
No8EF75IR,分享图片  原图 ,2023-10-16 18:11,36,0,10
No8CuCO0k,Mate60Pro紫色搭配渐隐壳  [组图共4张] 原图 ,2023-10-16 18:05,14,0,1
No8w6E8kt,好美😍  [组图共2张] 原图 ,2023-10-16 17:50,28,1,10
No8v1AF4n,酒店的餐厅，这吃啥已经不重要了 老爆科技的微博视频  ,2023-10-16 17:47,15,2,8
No8kVF4vQ,本来是要去山上看海龟的，开车过程中发现对面山上有个很白很白的楼，我就掉头过来看过去看看是不是酒店。到了一看还果真是，一搜价格有点小贵，我就跑去前台看看，前台在10楼（第一个视频），装修得挺别致的，随便一拍都是美景，发现有个活动价六百多，那就先住一晚明天再去看海龟毕竟是活动价...全文 [组图共5张] 原图 ,2023-10-16 17:22,32,5,17
No7ZolvIH,开车的路上看到一栋好看的房子，跑过来一看好像是个酒店，不知道一晚要多少钱，好好看 老爆科技的微博视频  ,2023-10-16 16:29,32,6,13
No7Vc32a4,听听大海的咆哮 老爆科技的微博视频  ,2023-10-16 16:19,11,1,1
No7V4swAp,Mate60Pro+，这个丹青弧有感觉  [组图共2张] 原图 ,2023-10-16 16:18,26,3,14
No7QQeMZE,这个海浪挺大的 惠州·双月湾  显示地图 [组图共5张] 原图 ,2023-10-16 16:08,13,0,4
No7kUt6GE,Mate60Pro+搭配脏脏壳磨砂白，好看又防摔，极具个性 老爆科技的微博视频  ,2023-10-16 14:49,32,1,24
No7jr9HbF,脏脏壳，只有苹果三星华为旗舰工厂不做其他安卓，唉😮💨  [组图共3张] 原图 ,2023-10-16 14:46,48,1,32
No7i0ebqn,iPhone15系列的脏脏也会有的，这一次我们更进一步，直接干优限脏脏壳，去掉黑圈圈，背板边框平顺过渡上架日期还没确定，麻烦等等  [组图共2张] 原图 ,2023-10-16 14:42,15,0,11
No7h40sBG,Mate60Pro+也吃上渐隐了这感觉，优雅大方 老爆科技的微博视频  ,2023-10-16 14:40,23,6,22
No7e30ZOR,这感觉，棒极了Mate60Pro/Pro+脏脏壳，后天见 老爆科技的微博视频  ,2023-10-16 14:32,20,3,21
No7bUkj7N,听个曲儿，吹着风等天气变靓  原图 ,2023-10-16 14:27,14,0,4
No76nd4m9,昨天拍的这个照片，刚刚我发现照片右上角有个不明物体，我想不明白它是怎么出现在这个地方的  原图 ,2023-10-16 14:13,12,0,3
No7413EOi,带大家看个海  原图 ,2023-10-16 14:08,12,2,3
No6ZTqll5,  [组图共2张] 原图 ,2023-10-16 13:57,7,0,9
No6zmmNfs,#小米14#啥情况，大家都忍不住要把手中都小米13换了么  ,2023-10-16 12:52,146,0,92
No6wT1jXX,海天一色 惠州·巽寮湾  显示地图 原图 ,2023-10-16 12:46,32,1,7
No1kWvOIl,吓我一跳，虚惊一场  [组图共2张] 原图 ,2023-10-15 23:33,64,0,34
No1cLcBt2,Mate60RS要做磁吸壳就得在模具上把磁吸区域做出来，通过现成的壳子后加工厂做磁吸搞不定  原图 ,2023-10-15 23:13,36,1,27
No1bojKmQ,Mate60标准版我们也开模了的，渐隐壳，这次试试1.2mm的厚度Mate60RS的也做了一个壳，是轻楞磁吸，RS上做磁吸不容易，这时候就轮到我们出手了 两个的模具都还在制作中，一个月左右搞定应该问题不大。  原图 ,2023-10-15 23:09,20,0,11
No0Y0BkBG,突然想起来我们壳子上这种长短间隔搭配的刻度，灵感来源于图三这个壳子上做刻度是因为看到FindX6Pro大漠银月手机摄像头上的刻度，当时做的刻度一代是图一这种，针对玻璃版开模的波纹壳。后面要给大漠做壳的时候我就在想，怎么做出点不一样的感觉来，我就随便去搜圆形刻度关键词，就发现了图二...全文 [组图共5张] 原图 ,2023-10-15 22:36,19,1,11
No0K58xe7,一块钱一个的生蚝，这不得好好补补 惠州·巽寮湾  显示地图 原图 ,2023-10-15 22:02,35,0,17
No0IFq3F7,主打就是一个极致轻薄，iPhone15Pro的在催了，再等等 老爆科技的微博视频  ,2023-10-15 21:59,16,2,23
No0FGeavL,  [组图共2张] 原图 ,2023-10-15 21:51,10,0,5
NnZrkB1J6,大漠渐隐晶透 老爆科技的微博视频  ,2023-10-15 18:43,13,3,10
NnZd38vgS,还有轻楞®，商标也在注册中  [组图共4张] 原图 ,2023-10-15 18:08,38,1,42
NnZbtl2mQ,渐隐™️，商标注册下来了  [组图共2张] 原图 ,2023-10-15 18:04,61,1,26
NnYP1xNgJ,急着出门，来蔚来的超充桩部一点电，看这续航里程蹭蹭蹭涨太舒服了  原图 ,2023-10-15 17:09,53,4,20
NnYHt9m10,不遮挡，无白边，覆盖还超级大的3D曲面AR膜，buff叠满了iPhone15Pro/15ProMax 3D AR膜  原图 ,2023-10-15 16:50,154,3,73
NnYwSuS3D,Mate60Pro/+的脏脏壳我已经提前用上了哈双环加持，遥遥领先  原图 ,2023-10-15 16:24,55,3,26
NnYvaxHnn,AR膜在户外看起来就是很舒服，那种黑的感觉我最喜欢了  [组图共2张] 原图 ,2023-10-15 16:20,21,0,16
NnYsKDfJV,神秘色陨石灰  [组图共2张] 原图 ,2023-10-15 16:14,12,0,8
NnXYYobQc,三星S23Ultra脏脏磁吸半透搭配玫瑰金便携磁吸支架颜值和质感都到位了  [组图共3张] 原图 ,2023-10-15 15:00,18,1,8
NnSoI5IA7,完蛋，现在胖了爬树技能有所倒退，都只能爬一半，以前一溜烟一样直接爬到树枝上害我找半天都找不到它的踪影 老爆科技的微博视频  ,2023-10-15 00:47,22,12,7
NnSeb0cuT, 老爆科技的微博视频  ,2023-10-15 00:21,19,18,8
NnS8L3Vm1,小家伙躺我面前翻滚来着，一听到车声翻身起来跑凳子下面蹲着暗自观察车子走后，我一个响指就又跑出来了 老爆科技的微博视频  ,2023-10-15 00:08,24,9,11
NnS5vxhr5,半年后我把后台数据拉出来做一个对比，看看是iPhone15系列的壳子卖的多还是华为Mate60系列的壳子卖的多大家可以先盲押一下，半年后揭晓  [组图共2张] 原图 ,2023-10-15 00:00,42,0,31
NnRUWqXJB,iPhone15ProMax 7.6g的渐隐壳，这轻薄和贴身紧裹的感觉，爱了  [组图共2张] 原图 ,2023-10-14 23:34,62,1,55
NnRuVyJto,看了下新的Model3，更简洁更好看了，心动了，就等降价了  [组图共2张] 原图 ,2023-10-14 22:30,163,3,108
NnQmVqTzP,感觉买Mate60Pro+的人都比Mate60要多，Mate60也在开模做这个渐隐壳，不过感觉不妙，估计回本艰难  原图 ,2023-10-14 19:37,66,1,44
NnPXk59Ic,小米14啥时候发布？现在外面的数据不太准，不敢开模做壳呀，以往小米的数据都是会有点小问题  ,2023-10-14 18:34,121,1,54
NnPSwfVRY,Mate60Pro的3D四曲面玻璃膜AR款上了哈。熄屏就是这种乌漆嘛黑的效果，亮屏更清晰。最后两图就是普通膜跟AR膜的对比，AR膜反光更少，更黑更通透哦  [组图共6张] 原图 ,2023-10-14 18:23,23,1,23
NnPy4ixqB,渐隐壳搭配AR膜，舒服了  [组图共2张] 原图 ,2023-10-14 17:32,9,0,22
NnP4EtCrY,渐隐晶透，展现大漠银月之美  [组图共2张] 原图 ,2023-10-14 16:20,13,0,11
NnP2NtvOZ,Mate60Pro/Pro+脏脏壳，下星期三左右上线。个性、颜值、保护、做工、手感都在线的一款防摔壳。  [组图共3张] 原图 ,2023-10-14 16:15,17,1,14
NnP0mhCg4,酣睡小熊猫也上了哦，iPhone15Pro/15ProMax各做了几十个，卖完不补  原图 ,2023-10-14 16:09,11,0,10
NnOW1yI7p,我已经被智驾牢牢绑住了  原图 ,2023-10-14 15:58,16,0,6
NnOPv5q3g,这个13.5g的渐隐磁吸有小伙伴收到货没？如此轻薄还能有磁吸，有点极限了  [组图共4张] 原图 ,2023-10-14 15:42,10,0,23
NnOKEw5ee,因为文班亚马，勾起了我看NBA的冲动了，这厮三分线外起步扣篮，看他打球就是一种惊掉下巴的感觉，刺激  原图 ,2023-10-14 15:30,24,0,12
NnOGasCXR,我发现好几个有钱人他们用的手机还是几年前的iPhone，一问为啥不换新手机，都说太麻烦了你们换手机导数据都花了多久来着？  原图 ,2023-10-14 15:19,23,0,30
NnOzilBTl,Mate60Pro+的渐隐半透已经上线了，后面还会有黑色，白色，陨石灰，还会有磁吸黑0.9mm厚度，确实更舒服  [组图共4张] 原图 ,2023-10-14 15:02,12,0,14
NnOxIzf2q,绷不住了，今天没法上iPhone15Pro的渐隐壳，冲模要重新做。也就是壳子做出来了但是没法冲摄像头的孔，离谱了  原图 ,2023-10-14 14:59,12,0,18
NnNPgtOs7,15ProMax 超轻超薄的渐隐补货了今天管够  原图 ,2023-10-14 13:09,32,0,44
NnIPDh50f,Mate60Pro tpu瓦楞，还差一点火候。我们进一步压榨重量厚度，做到了22g，好一个均衡选手  [组图共2张] 原图 ,2023-10-14 00:26,65,0,29
NnIhn0MPG,Mate60Pro/Pro+的通用款0.9mm渐隐我们会做黑色、白色，半透，陨石灰四个颜色。Mate60Pro专版渐隐壳卖完就不会再做专版的了，后面只做通用款。通用款的磁吸黑色7天左右搞定🤝  原图 ,2023-10-13 23:02,17,0,10
NnIgo9xEU,Mate60Pro的壳子丰富程度可以比肩iPhone了不过记得选Mate60Pro或Pro+，Mate60和RS的壳子会少一些  [组图共2张] 原图 ,2023-10-13 22:59,66,1,16
NnH17kH7A,Mate60Pro+的壳子疯狂加工中然后我一看后台，才卖了4个，到底是哪些人天天催我来着 老爆科技的微博视频  ,2023-10-13 19:49,74,7,83
NnGTTmJOs,好薄好轻  [组图共4张] 原图 ,2023-10-13 19:31,29,0,20
NnGGilxdm,遥遥领先的搞货速度Mate60Pro+的渐隐已经上货啦，明天发  原图 ,2023-10-13 18:58,29,1,30
NnGxHiA4F,看着壳子顺利量产后的心情别提有多舒畅了 老爆科技的微博视频  ,2023-10-13 18:37,9,5,6
NnGqme2eI,Mate60Pro+的渐隐，顺利量产中，今晚搞点回去，明天上架  原图 ,2023-10-13 18:18,12,1,7
NnGbQtKba,今晚把Mate60Pro+的0.9mm渐隐搞定  原图 ,2023-10-13 17:43,18,1,15
NnFMH8Zkl,iPhone15ProMax蓝色搭配渐隐陨石灰，好看咧极轻薄，好手感。明天我看下iPhone15Pro的能不能搞出来  [组图共4张] 原图 ,2023-10-13 16:41,40,0,24
NnFpdiSz1,iPhone15ProMax的渐隐上了哈  原图 ,2023-10-13 15:43,33,0,56
NnEPYADNW,Mate60Pro渐隐磁吸，极具开创性的13.5g重量的磁吸壳这手机搭配磁吸气囊我才能掌控住 老爆科技的微博视频  ,2023-10-13 14:16,11,2,16
NnEmzaa7n,下午三点，iPhone15ProMax超薄渐隐上线  [组图共2张] 原图 ,2023-10-13 13:04,41,1,51
NnElVgD2J,用料扎实，做工精致，细节到位的优限防摔壳。肤感涂层手感非常细腻，背板与边框齐平过渡平顺，好握趁手，各方面都非常不错。不知道选什么壳的老铁，这个值得推荐  [组图共3张] 原图 ,2023-10-13 13:02,13,0,16
